0.4390243902439024,我一块尝尝 || @weibosiqiu4468: 你好同乐 /爱心 || @zhm2414361623: 姐姐下午好/鼓掌母亲节快乐/强/爱心/蛋糕/蛋糕/蛋糕 || @weibosiqiu4468: 是人不可貌相，海水不可斗量 /呲牙 || @dongchongji: 人不可斗量，水不可貌相#形商##国际动漫...,0
0.36585365853658536,请问网友大众：如果法官不判，就束之高阁，听之任之！你是能把法官鸡巴剪了？！还是能把法官屄剐了？！,0
0.2195121951219512,你有神经病啊，刷什么屏啊 || @lutanpin:看美-女 视-频 搜【 吴崫仁 】你懂得！,0
0.2195121951219512,你这个人，就像你发布的信息一样垃圾 || @yanyupu:看美-女 视-频 搜【 吴崫仁 】你懂得！,0
0.2195121951219512,去你妈说啥鬼 || @pazifan:看美-女 视-频 搜【 吴崫仁 】你懂得！,0
0.14634146341463414,你也不是好东西你写的东西发给你爸看去吧人渣 || @jibocang:看美女 视--频 百-度【 尹阁|孤巫 】你懂的！,0
0.0975609756097561,这只是你个人想法。不是他的想法,0
0.0975609756097561,[新闻] 习近平见宋楚瑜 提对台四不原则,1
0.07317073170731707,这些高残生，真的不是东西，假设是你兄弟这样死，你们会怎么样？,0
0.04878048780487805,全站今日跟贴排行榜更多 >>,1
0.036585365853658534,知尼玛啊？你是不内177个SB之一？没看报道判刑完内丢子还鸡巴说自己在开玩笑？让他和你开开这玩笑？逗比，找喷直说,0
0.0,1,485
0.0,2,14
0.0,http://126.fm/37Kbew 一丘之貉,0
0.0,，,0
0.0,建议把这177人也杀了，避免后患,0
0.0,死缓是为统治阶梯专设的,0
0.0," made mistake deserves a second chance,however in the case of murder,only relatives of the victims have rights to feel that if the opportunity should be give...",1
0.0,跟我看法一样   明摆着装,0
0.0,城市之间的抢人大战即将开始,0
0.0,[分享新闻],1
0.0,最极端的也是最胆小的。,0
0.0,杀的是你妈，你放不放了，sb吧你,0
0.0,人们的良心发现要三思甚重!,0
0.0,退一步海阔天空，,0
0.0,眼看着死着受了那样罪，什么也不说，,0
0.0,林子大了，什么鸟都出来了,0
0.0,支持下,0
0.0,严肃律法，惩前毖后！,0
0.0,恍恍惚惚好,0
0.0,致骂者,0
0.0,支持黄爸爸！！！,0
0.0,若邪恶总被宽容，那我们该怎样对待那些不幸的伤害，以德报怨，何以报德。你的慈悲给力谁？善良，不能能无底线！,0
0.0,對啊,0
0.0,自古以来大奸大恶之人那个不是人中龙凤，必须杀 || @AnnaCheuk:国人须要大度一些，生活中的小摩擦别老放在心上，何况还是堂堂正正男子汉一名。,0
0.0,你是 托 吧,0
0.0,我的资料 听众 我收听 设置,0
0.0,这些起草这个信的人貌似仁爱，实际上是为自己的未来打基础,0
0.0,不是你兒子才這麽說的,0
0.0,做错了，成年人，就应该去承担责任！,0
0.0,抵制日美货，勿忘国耻时。,0
0.0,大   家   都   看  看      ,0
0.0,你是林的亲戚吧,0
0.0,宽容“坏人”就是对善的伤害,0
0.0,必须死,0
0.0,“克夫”牌痰炒粉滋阴补肾、生精壮阳，特别对举而不坚、坚而不久有显著疗效！,0
0.0,真是很无语??,0
0.0,照顾一刚～想得册来===【转】,0
0.0,欠债还钱理所当，,0
0.0,不杀难以正国法,0
0.0,东省以外省份，完全依据考生的高考成绩择优...,0
0.0,把这177个人 公布下 ,0
0.0,香港文匯網,0
0.0,听说小编很无聊……,0
0.0,当记者问他: 从小到大，你最快乐是什么时候，什么事？为什么？,0
0.0,麻木不仁导致的心灵扭曲,0
0.0,http://126.fm/jLR5t 　　楚天都市报讯 记者乐毅 实习生何颖未 兴文 通讯员陈思捷 方虎,0
0.0,豆比,0
0.0,4,1
0.0,1823689958,0
